epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2644.21,1.73589,1.36484,1.22189,0.69748,0.71205,0.70851,0.35289,1.54046,1.13072,1.15731,0.000892,0.000892,0.000892
186,2658.87,1.74707,1.22397,1.18311,0.65978,0.74152,0.70687,0.35862,1.52797,1.12432,1.15369,0.0008425,0.0008425,0.0008425
187,2673.26,1.7335,1.2577,1.2273,0.68598,0.73893,0.70759,0.35952,1.52258,1.12053,1.15334,0.000793,0.000793,0.000793
188,2687.69,1.70703,1.24781,1.16194,0.66713,0.75,0.70428,0.35271,1.52434,1.11628,1.15536,0.0007435,0.0007435,0.0007435
189,2702.03,1.57348,1.2913,1.1922,0.68233,0.72654,0.70599,0.35343,1.53979,1.10795,1.16008,0.000694,0.000694,0.000694
190,2716.45,1.64516,1.23912,1.14048,0.69934,0.77941,0.70359,0.35434,1.55172,1.10324,1.16181,0.0006445,0.0006445,0.0006445
191,2730.6,1.75748,1.23766,1.27675,0.66471,0.76471,0.70068,0.34809,1.55769,1.10224,1.16285,0.000595,0.000595,0.000595
192,2744.61,1.64594,1.21334,1.20743,0.65767,0.76284,0.69454,0.34055,1.56504,1.09669,1.16457,0.0005455,0.0005455,0.0005455
193,2758.64,1.61954,1.25087,1.22315,0.62399,0.75,0.68914,0.33716,1.5664,1.09961,1.16515,0.000496,0.000496,0.000496
194,2772.78,1.55866,1.3455,1.18313,0.61364,0.72059,0.68554,0.33356,1.57309,1.10301,1.16667,0.0004465,0.0004465,0.0004465
195,2786.86,1.71614,1.29431,1.2703,0.60306,0.72059,0.68328,0.33294,1.57905,1.10577,1.16833,0.000397,0.000397,0.000397
196,2800.74,1.68009,1.25491,1.24109,0.58938,0.72059,0.67988,0.32555,1.57868,1.10695,1.16894,0.0003475,0.0003475,0.0003475
197,2813.9,1.68351,1.25799,1.24016,0.59199,0.72059,0.67976,0.33165,1.57126,1.11317,1.16649,0.000298,0.000298,0.000298
198,2825.43,1.58928,1.21038,1.17592,0.59025,0.72059,0.67363,0.3255,1.55996,1.12049,1.16261,0.0002485,0.0002485,0.0002485
199,2835.93,1.65153,1.19895,1.26788,0.59136,0.72059,0.6727,0.32441,1.55489,1.12337,1.1613,0.000199,0.000199,0.000199
200,2846.35,1.92623,1.4015,1.22634,0.58759,0.72059,0.67186,0.31933,1.55218,1.12363,1.16097,0.0001495,0.0001495,0.0001495
